day_id;event_time;event_id;event_type;user_id;worker_id;profile;routine;resource;planned_order;assistance;cardio_planned;cable_planned;speed_m_per_min;origin;destination;duration_min;wait_min;outcome;water_liters;towel_count;stock_after;dissatisfaction
D020;188,302;505;registration;U-0067;R-02;flexible;;R-02;;;;;;;7;1,45;0,0;completed;;2,0;;
D020;188,939;506;exercise;U-0060;;intense;push;shoulder_press;2,0;False;;;;49;49;11,831;0,9;completed;0,478;;0,67;
D020;189,1;507;supply_pickup;U-0059;;standard;;towels;;;;;;;44;0,75;;completed;;2,0;66,0;
D020;189,309;508;exercise;U-0061;;intense;pull;seated_row;1,0;False;;;;15;15;12,114;7,94;completed;0,406;;1,02;
D020;189,847;509;exercise;U-0067;;flexible;legs;leg_extension;2,0;False;;;;12;12;11,032;0,0;completed;0,256;;0,75;
D020;189,939;510;exercise;U-0059;;standard;upper;seated_row;4,0;False;;;;29;29;9,024;0,0;completed;0,229;;0,59;
D020;190,148;511;exercise;U-0066;;standard;pull;lat_pulldown;1,0;False;;;;36;36;7,178;0,0;completed;0,214;;1,16;
D020;190,864;512;cardio;U-0049;;standard;upper;treadmill;;;True;;;21;21;8,294;0,0;completed;;;;
D020;192,021;513;supply_pickup;U-0057;;flexible;;towels;;;;;;;44;0,75;;completed;;2,0;64,0;
D020;192,257;514;exercise;U-0064;;flexible;upper;shoulder_press;3,0;False;;;;45;45;9,137;0,0;completed;0,254;;0,65;
D020;192,351;515;supply_pickup;U-0052;;intense;;water;;;;;;;48;0,75;;completed;1,5;;13,0;
D020;193,228;516;supply_pickup;U-0054;;flexible;;water;;;;;;;48;0,75;;completed;1,25;;11,75;
D020;193,308;517;exercise;U-0052;;intense;pull;cable;4,0;False;;;;43;43;10,832;0,0;completed;0,398;;1,13;
D020;194,022;518;exercise;U-0065;;flexible;push;chest_fly;3,0;False;;;;46;46;3,804;0,0;completed;0,193;;0,89;
D020;196,137;519;visit;U-0068;;standard;upper;gym;;;True;False;71,3;;1;46,71;8,62;completed;;;14,0;0,04
D020;196,283;520;exercise;U-0067;;flexible;legs;leg_press;1,0;False;;;;26;26;12,454;0,0;completed;0,23;;0,23;
D020;196,347;521;registration;U-0068;R-02;standard;;R-02;;;;;;;7;2,04;0,0;completed;;2,0;;
D020;196,618;522;supply_pickup;U-0051;;standard;;water;;;;;;;48;0,75;;completed;1,25;;10,5;
D020;197,154;523;exercise;U-0063;;flexible;upper;chest_press;1,0;False;;;;47;47;11,834;0,0;completed;0,34;;0,64;
D020;197,719;524;exercise;U-0062;;flexible;push;shoulder_press;2,0;False;;;;49;49;9,127;2,4;completed;0,117;;0,86;
D020;197,937;525;supply_pickup;U-0060;;intense;;towels;;;;;;;44;0,75;;completed;;2,0;62,0;
D020;198,679;526;exercise;U-0065;;flexible;push;shoulder_press;2,0;False;;;;45;45;5,135;0,0;completed;0,395;;0,66;
D020;198,687;527;supply_pickup;U-0064;;flexible;;towels;;;;;;;44;0,75;;completed;;2,0;60,0;
D020;198,774;528;exercise;U-0060;;intense;push;chest_fly;3,0;False;;;;46;46;6,841;0,0;completed;0,494;;0,31;
D020;198,881;529;exercise;U-0057;;flexible;upper;seated_row;2,0;False;;;;15;15;12,155;5,95;completed;0,217;;0,19;
D020;198,923;530;exercise;U-0061;;intense;pull;lat_pulldown;2,0;False;;;;22;22;12,624;0,0;completed;0,237;;0,5;
D020;199,189;531;exercise;U-0066;;standard;pull;seated_row;2,0;False;;;;29;29;7,477;0,9;completed;0,366;;0,9;
D020;199,406;532;exercise;U-0059;;standard;upper;chest_press;1,0;False;;;;42;42;10,261;0,0;completed;0,438;;0,35;
D020;200,109;533;visit;U-0069;;standard;push;gym;;;False;False;79,81;;1;30,01;6,18;completed;;;12,0;0,03
D020;200,297;534;registration;U-0069;R-01;standard;;R-01;;;;;;;7;1,34;0,0;completed;;2,0;;
D020;203,495;535;exercise;U-0064;;flexible;upper;chest_press;1,0;False;;;;47;47;6,819;3,96;completed;0,194;;0,44;
D020;203,606;536;supply_pickup;U-0063;;flexible;;towels;;;;;;;44;0,75;;completed;;2,0;58,0;
D020;203,731;537;exercise;U-0068;;standard;upper;shoulder_press;1,0;False;;;;45;45;9,598;5,01;completed;0,386;;1,12;
D020;204,356;538;supply_pickup;U-0065;;flexible;;towels;;;;;;;44;0,75;;completed;;2,0;56,0;
D020;204,602;539;exercise;U-0069;;standard;push;chest_press;1,0;False;;;;42;42;6,891;2,75;completed;0,538;;0,85;
D020;204,634;540;cardio;U-0059;;standard;upper;treadmill;;;True;;;35;35;22,143;0,0;completed;;;;
D020;205,138;541;exercise;U-0065;;flexible;push;cable;4,0;False;;;;43;43;10,843;7,0;completed;0,305;;0,52;
D020;206,683;542;supply_pickup;U-0062;;flexible;;towels;;;;;;;44;0,75;;completed;;2,0;54,0;
D020;207,851;543;supply_pickup;U-0066;;standard;;towels;;;;;;;44;0,75;;completed;;2,0;52,0;
D020;207,905;544;visit;U-0070;;intense;full_body;gym;;;False;True;63,36;;1;70,2;0,0;completed;;;11,0;0,0
D020;208,142;545;registration;U-0070;R-02;intense;;R-02;;;;;;;7;4,47;0,0;completed;;2,0;;
D020;208,603;546;supply_pickup;U-0067;;flexible;;towels;;;;;;;44;0,75;;completed;;2,0;50,0;
D020;208,751;547;exercise;U-0066;;standard;pull;biceps_curl;3,0;False;;;;33;33;5,193;0,0;completed;0,225;;0,65;
D020;209,443;548;exercise;U-0067;;flexible;legs;leg_curl;3,0;False;;;;31;31;9,499;0,0;completed;0,366;;0,0;
D020;209,603;549;visit;U-0071;;express;upper;gym;;;True;False;87,7;;1;34,16;11,55;incomplete;;;13,0;0,28
D020;209,774;550;registration;U-0071;R-01;express;;R-01;;;;;;;7;0,9;0,0;completed;;2,0;;
D020;209,957;551;exercise;U-0062;;flexible;push;chest_fly;3,0;False;;;;46;46;5,19;2,46;completed;0,209;;0,74;
D020;210,024;552;supply_pickup;U-0061;;intense;;towels;;;;;;;44;0,75;;completed;;2,0;48,0;
D020;210,277;553;exercise;U-0060;;intense;push;cable;4,0;False;;;;8;8;12,471;0,0;completed;0,584;;0,0;
D020;210,886;554;exercise;U-0071;;express;upper;chest_press;1,0;False;;;;42;42;4,108;0,02;completed;0,341;;0,79;
D020;210,917;555;exercise;U-0069;;standard;push;shoulder_press;2,0;False;;;;49;49;5,608;0,0;completed;0,227;;0,38;
D020;211,048;556;assistance;U-0061;PT-02;intense;;biceps_curl-01;;;;;;;11;;0,16;arrived;;;;
D020;211,048;557;worker_travel;;PT-02;;;trainers;;;;;91,79;45;11;0,156;;completed;;;;
D020;211,063;558;assistance;U-0063;PT-01;flexible;;shoulder_press-02;;;;;;;45;;0,18;arrived;;;;
D020;211,063;559;worker_travel;;PT-01;;;trainers;;;;;91,12;8;45;0,179;;completed;;;;
D020;211,191;560;exercise;U-0068;;standard;upper;seated_row;2,0;False;;;;29;29;8,036;0,0;completed;0,448;;0,97;
D020;211,204;561;exercise;U-0061;;intense;pull;biceps_curl;3,0;True;;;;11;11;9,44;0,0;completed;0,257;;0,13;
D020;211,242;562;exercise;U-0063;;flexible;upper;shoulder_press;3,0;True;;;;45;45;6,842;6,67;completed;0,265;;0,29;
D020;212,801;563;exercise;U-0070;;intense;full_body;leg_press;1,0;False;;;;26;26;12,254;0,0;completed;0,652;;1,04;
D020;214,712;564;visit;U-0072;;express;legs;gym;;;False;False;86,52;;1;18,33;0,0;completed;;;12,0;0,0
D020;214,886;565;registration;U-0072;R-01;express;;R-01;;;;;;;7;0,93;0,0;completed;;2,0;;
D020;214,969;566;exercise;U-0065;;flexible;push;chest_press;1,0;False;;;;47;47;6,46;3,26;completed;0,256;;0,17;
D020;215,2;567;exercise;U-0064;;flexible;upper;seated_row;4,0;False;;;;15;15;7,963;0,0;completed;0,207;;0,2;
D020;215,539;568;visit;U-0073;;flexible;push;gym;;;True;False;62,06;;1;36,34;0,0;completed;;;13,0;0,0
D020;215,78;569;registration;U-0073;R-02;flexible;;R-02;;;;;;;7;1,12;0,0;completed;;2,0;;
D020;215,879;570;supply_pickup;U-0067;;flexible;;water;;;;;;;48;0,75;;completed;1,25;;9,25;
D020;216,007;571;exercise;U-0072;;express;legs;leg_press;1,0;False;;;;32;32;5,301;0,0;completed;0,42;;0,63;
D020;217,045;572;exercise;U-0063;;flexible;upper;seated_row;2,0;False;;;;;45;;7,0;pending;;;;
D020;217,168;573;exercise;U-0073;;flexible;push;chest_press;1,0;False;;;;42;42;7,193;0,0;completed;0,242;;0,87;
D020;217,565;574;exercise;U-0071;;express;upper;seated_row;2,0;False;;;;29;29;5,066;1,53;completed;0,184;;0,57;
D020;217,662;575;supply_pickup;U-0068;;standard;;towels;;;;;;;44;0,75;;completed;;2,0;46,0;
D020;218,244;576;visit;U-0074;;flexible;full_body;gym;;;False;True;68,47;;1;48,07;3,55;completed;;;11,0;0,03
D020;218,463;577;registration;U-0074;R-01;flexible;;R-01;;;;;;;7;0,99;0,0;completed;;2,0;;
D020;218,482;578;exercise;U-0068;;standard;upper;chest_fly;3,0;False;;;;46;46;6,197;0,0;completed;0,294;;0,79;
D020;219,149;579;visit;U-0075;;intense;pull;gym;;;True;False;56,1;;1;71,98;0,0;completed;;;12,0;0,0
D020;219,417;580;registration;U-0075;R-02;intense;;R-02;;;;;;;7;4,5;0,0;completed;;2,0;;
D020;219,664;581;exercise;U-0074;;flexible;full_body;biceps_curl;3,0;False;;;;33;33;5,543;0,0;completed;0,252;;1,05;
D020;219,724;582;supply_pickup;U-0069;;standard;;towels;;;;;;;44;0,75;;completed;;2,0;44,0;
D020;221,866;583;cardio;U-0065;;flexible;push;treadmill;;;True;;;35;35;16,904;0,0;completed;;;;
D020;222,143;584;visit;U-0076;;standard;full_body;gym;;;False;False;66,96;;1;35,59;0,08;completed;;;13,0;0,0
D020;222,157;585;supply_pickup;U-0060;;intense;;water;;;;;;;48;0,75;;completed;1,5;;7,75;
D020;222,368;586;registration;U-0076;R-01;standard;;R-01;;;;;;;7;1,95;0,0;completed;;2,0;;
D020;222,422;587;exercise;U-0072;;express;legs;leg_extension;2,0;False;;;;10;10;4,502;0,0;completed;0,526;;0,3;
D020;223,273;588;supply_pickup;U-0071;;express;;towels;;;;;;;44;0,75;;completed;;2,0;42,0;
D020;223,962;589;exercise;U-0069;;standard;push;chest_fly;3,0;False;;;;46;46;5,103;3,43;completed;0,304;;0,01;
D020;224,331;590;exercise;U-0075;;intense;pull;seated_row;1,0;False;;;;29;29;10,839;0,0;completed;0,6;;1,17;
D020;224,561;591;exercise;U-0076;;standard;full_body;leg_press;1,0;False;;;;32;32;8,63;0,0;completed;0,164;;1,01;
D020;224,673;592;cardio;U-0064;;flexible;upper;treadmill;;;True;;;21;21;8,409;0,0;completed;;;;
D020;224,864;593;exercise;U-0061;;intense;pull;cable;4,0;False;;;;8;8;14,565;0,0;completed;0,469;;0,0;
D020;225,399;594;exercise;U-0073;;flexible;push;shoulder_press;2,0;False;;;;49;49;8,323;0,0;completed;0,233;;0,7;
D020;225,658;595;exercise;U-0070;;intense;full_body;shoulder_press;2,0;False;;;;45;45;12,761;0,0;completed;0,352;;0,68;
D020;226,585;596;supply_pickup;U-0072;;express;;towels;;;;;;;44;0,75;;completed;;2,0;40,0;
D020;227,415;597;exercise;U-0072;;express;legs;leg_curl;3,0;False;;;;31;31;3,805;0,0;completed;0,253;;0,0;
D020;227,672;598;exercise;U-0068;;standard;upper;biceps_curl;4,0;False;;;;33;33;6,536;3,61;completed;0,245;;0,66;
D020;227,708;599;exercise;U-0074;;flexible;full_body;leg_press;1,0;False;;;;26;26;6,399;0,0;completed;0,386;;0,8;
D020;229,154;600;exercise;U-0071;;express;upper;biceps_curl;3,0;False;;;;;;;;omitted;;;;
D020;229,404;601;visit;U-0077;;flexible;legs;gym;;;False;False;77,83;;1;34,63;5,4;completed;;;12,0;0,04
D020;229,597;602;registration;U-0077;R-02;flexible;;R-02;;;;;;;7;1,68;0,0;completed;;2,0;;
D020;231,369;603;exercise;U-0077;;flexible;legs;leg_extension;2,0;False;;;;12;12;5,642;0,0;completed;0,131;;0,95;
D020;231,479;604;visit;U-0078;;express;pull;gym;;;False;False;80,24;;1;17,28;0,0;completed;;;13,0;0,0
D020;231,666;605;registration;U-0078;R-01;express;;R-01;;;;;;;7;1,27;0,0;completed;;2,0;;
D020;231,971;606;supply_pickup;U-0072;;express;;water;;;;;;;48;0,75;;completed;1,0;;6,75;
D020;232,934;607;exercise;U-0076;;standard;full_body;chest_press;2,0;False;;;;47;47;5,889;0,0;completed;0,217;;0,59;
D020;232,987;608;exercise;U-0075;;intense;pull;lat_pulldown;2,0;False;;;;22;22;14,688;0,0;completed;0,393;;0,93;
D020;232,987;609;cardio;U-0068;;standard;upper;treadmill;;;True;;;28;28;11,478;0,0;completed;;;;
D020;233,009;610;supply_pickup;U-0073;;flexible;;towels;;;;;;;44;0,75;;completed;;2,0;38,0;
D020;233,252;611;exercise;U-0078;;express;pull;lat_pulldown;1,0;False;;;;36;36;5,376;0,0;completed;0,192;;0,78;
D020;233,84;612;exercise;U-0073;;flexible;push;chest_fly;3,0;False;;;;46;46;6,396;0,0;completed;0,247;;0,43;
D020;234,258;613;exercise;U-0071;;express;upper;shoulder_press;4,0;False;;;;;;;;omitted;;;;
D020;234,492;614;cardio;U-0071;;express;upper;treadmill;;;True;;;14;14;9,617;0,0;completed;;;;
D020;235,665;615;visit;U-0079;;flexible;push;gym;;;False;True;71,28;;1;32,3;0,08;completed;;;10,0;0,0
D020;235,875;616;registration;U-0079;R-02;flexible;;R-02;;;;;;;7;1,26;0,0;completed;;2,0;;
D020;237,366;617;visit;U-0080;;intense;push;gym;;;False;True;55,66;;1;76,12;30,85;completed;;;22,0;0,09
D020;237,373;618;exercise;U-0079;;flexible;push;chest_press;1,0;False;;;;42;42;7,61;0,0;completed;0,311;;0,99;
D020;237,636;619;registration;U-0080;R-01;intense;;R-01;;;;;;;7;2,16;0,0;completed;;2,0;;
D020;237,921;620;exercise;U-0078;;express;pull;biceps_curl;2,0;False;;;;33;33;3,843;0,0;completed;0,354;;0,63;
D020;238,178;621;visit;U-0081;;flexible;legs;gym;;;True;False;67,07;;1;49,09;0,08;completed;;;12,0;0,0
D020;238,401;622;registration;U-0081;R-02;flexible;;R-02;;;;;;;7;3,03;0,0;completed;;2,0;;
D020;238,73;623;supply_pickup;U-0074;;flexible;;towels;;;;;;;44;0,75;;completed;;2,0;36,0;
D020;239,34;624;visit;U-0082;;express;upper;gym;;;False;False;95,86;;1;23,39;1,74;completed;;;13,0;0,02
D020;239,44;625;exercise;U-0077;;flexible;legs;leg_press;1,0;False;;;;26;26;11,35;0,0;completed;0,184;;0,74;
D020;239,501;626;visit;U-0083;;intense;upper;gym;;;False;True;72,71;;1;74,13;1,39;completed;;;21,0;0,02
D020;239,57;627;supply_pickup;U-0070;;intense;;towels;;;;;;;44;0,75;;completed;;2,0;34,0;
D020;239,662;628;exercise;U-0074;;flexible;full_body;shoulder_press;2,0;False;;;;49;49;10,189;0,0;completed;0,345;;0,63;
D020;239,799;629;registration;U-0082;R-01;express;;R-01;;;;;;;7;0,71;0,3;completed;;2,0;;
D020;240,215;630;cardio;U-0073;;flexible;push;treadmill;;;True;;;35;35;13,205;0,0;completed;;;;
D020;240,506;631;registration;U-0083;R-01;intense;;R-01;;;;;;;7;1,57;0,8;completed;;2,0;;
D020;240,577;632;exercise;U-0070;;intense;full_body;biceps_curl;3,0;False;;;;11;11;8,581;0,0;completed;0,528;;0,4;
D020;240,75;633;exercise;U-0082;;express;upper;shoulder_press;1,0;False;;;;45;45;4,847;0,0;completed;0,254;;0,75;
D020;241,373;634;supply_pickup;U-0076;;standard;;towels;;;;;;;44;0,75;;completed;;2,0;32,0;
D020;241,547;635;exercise;U-0081;;flexible;legs;leg_extension;2,0;False;;;;12;12;8,482;0,0;completed;0,413;;0,88;
D020;241,59;636;supply_pickup;U-0061;;intense;;water;;;;;;;48;0,75;;completed;1,5;;5,25;
D020;242,123;637;supply_pickup;U-0078;;express;;towels;;;;;;;44;0,75;;completed;;2,0;30,0;
D020;242,191;638;assistance;U-0076;PT-01;standard;;lat_pulldown-01;;;;;;;36;;0,08;arrived;;;;
D020;242,191;639;worker_travel;;PT-01;;;trainers;;;;;91,12;45;36;0,076;;completed;;;;
D020;242,267;640;exercise;U-0076;;standard;full_body;lat_pulldown;3,0;True;;;;36;36;8,616;0,0;completed;0,197;;0,43;
D020;242,343;641;exercise;U-0083;;intense;upper;chest_press;1,0;False;;;;47;47;6,988;0,0;completed;0,382;;1,05;
D020;242,959;642;exercise;U-0078;;express;pull;seated_row;3,0;False;;;;29;29;4,196;0,0;completed;0,209;;0,32;
D020;243,616;643;visit;U-0084;;flexible;legs;gym;;;False;False;68,89;;1;30,75;4,1;completed;;;13,0;0,03
D020;243,834;644;registration;U-0084;R-02;flexible;;R-02;;;;;;;7;1,16;0,0;completed;;2,0;;
D020;245,178;645;exercise;U-0084;;flexible;legs;leg_extension;2,0;False;;;;10;10;7,88;0,0;completed;0,701;;0,84;
D020;245,179;646;exercise;U-0080;;intense;push;chest_press;1,0;False;;;;42;42;13,154;5,08;completed;0,423;;1,27;
D020;245,31;647;exercise;U-0079;;flexible;push;chest_fly;3,0;False;;;;46;46;5,601;0,0;completed;0,101;;0,76;
D020;246,072;648;exercise;U-0082;;express;upper;seated_row;2,0;False;;;;15;15;4,669;0,0;completed;0,193;;0,45;
D020;246,141;649;exercise;U-0074;;flexible;full_body;cable;5,0;False;;;;43;43;7,191;0,0;completed;0,234;;0,34;
D020;246,67;650;visit;U-0085;;intense;legs;gym;;;False;False;50,57;;1;40,38;0,0;completed;;;13,0;0,0
D020;246,967;651;registration;U-0085;R-01;intense;;R-01;;;;;;;7;1,94;0,0;completed;;2,0;;
D020;248,007;652;supply_pickup;U-0075;;intense;;towels;;;;;;;44;0,75;;completed;;2,0;28,0;
D020;248,961;653;exercise;U-0075;;intense;pull;biceps_curl;3,0;False;;;;33;33;8,849;0,0;completed;0,471;;0,65;
D020;248,965;654;exercise;U-0070;;intense;full_body;lat_pulldown;4,0;False;;;;22;22;11,572;0,0;completed;0,602;;0,24;
D020;249,232;655;exercise;U-0085;;intense;legs;leg_press;1,0;False;;;;32;32;9,006;0,0;completed;0,664;;1,05;
D020;249,284;656;assistance;U-0081;PT-02;flexible;;leg_curl-02;;;;;;;24;;0,08;arrived;;;;
D020;249,284;657;worker_travel;;PT-02;;;trainers;;;;;91,79;11;24;0,076;;completed;;;;
D020;249,359;658;exercise;U-0081;;flexible;legs;leg_curl;3,0;True;;;;24;24;4,91;0,0;completed;0,338;;0,51;
D020;249,643;659;visit;U-0086;;intense;push;gym;;;True;True;69,09;;1;92,08;4,77;completed;;;20,0;0,01
D020;249,86;660;registration;U-0086;R-02;intense;;R-02;;;;;;;7;4,71;0,0;completed;;2,0;;
D020;250,591;661;supply_pickup;U-0079;;flexible;;towels;;;;;;;44;0,75;;completed;;2,0;26,0;
D020;251,006;662;exercise;U-0076;;standard;full_body;chest_fly;4,0;False;;;;46;46;5,707;0,0;completed;0,186;;0,05;
D020;251,341;663;supply_pickup;U-0082;;express;;towels;;;;;;;44;0,75;;completed;;2,0;24,0;
D020;251,376;664;assistance;U-0079;PT-01;flexible;;shoulder_press-02;;;;;;;45;;0,08;arrived;;;;
D020;251,376;665;worker_travel;;PT-01;;;trainers;;;;;91,12;36;45;0,076;;completed;;;;
D020;251,452;666;exercise;U-0079;;flexible;push;shoulder_press;2,0;True;;;;45;45;10,86;0,0;completed;0,265;;0,48;
D020;251,912;667;exercise;U-0084;;flexible;legs;leg_curl;3,0;False;;;;31;31;5,574;0,0;completed;0,511;;0,63;
D020;252,091;668;supply_pickup;U-0077;;flexible;;towels;;;;;;;44;0,75;;completed;;2,0;22,0;
D020;252,261;669;exercise;U-0082;;express;upper;biceps_curl;3,0;False;;;;11;11;4,009;0,0;completed;0,239;;0,21;
D020;254,216;670;exercise;U-0083;;intense;upper;shoulder_press;2,0;False;;;;49;49;21,669;0,0;completed;0,265;;0,61;
D020;254,384;671;visit;U-0087;;express;push;gym;;;False;False;86,43;;1;21,91;9,98;incomplete;;;12,0;0,21
D020;254,558;672;registration;U-0087;R-01;express;;R-01;;;;;;;7;0,64;0,0;completed;;2,0;;
D020;254,698;673;supply_pickup;U-0081;;flexible;;towels;;;;;;;44;0,75;;completed;;2,0;20,0;
D020;254,854;674;exercise;U-0086;;intense;push;chest_press;1,0;False;;;;47;47;8,789;0,0;completed;0,456;;1,25;
D020;255,652;675;exercise;U-0081;;flexible;legs;leg_press;1,0;False;;;;26;26;7,202;0,0;completed;0,501;;0,13;
D020;257,264;676;supply_pickup;U-0074;;flexible;;towels;;;;;;;44;0,75;;completed;;2,0;18,0;
D020;257,267;677;exercise;U-0082;;express;upper;chest_fly;4,0;False;;;;46;46;3,421;1,44;completed;0,334;;0,0;
D020;257,374;678;cardio;U-0075;;intense;pull;treadmill;;;True;;;35;35;26,279;0,0;completed;;;;
D020;258,308;679;assistance;U-0077;PT-02;flexible;;leg_curl-01;;;;;;;31;;0,03;arrived;;;;
D020;258,308;680;worker_travel;;PT-02;;;trainers;;;;;91,79;24;31;0,027;;completed;;;;
D020;258,335;681;exercise;U-0077;;flexible;legs;leg_curl;3,0;True;;;;31;31;8,065;5,38;completed;0,484;;0,22;
D020;258,408;682;supply_pickup;U-0084;;flexible;;towels;;;;;;;44;0,75;;completed;;2,0;16,0;
D020;258,551;683;assistance;U-0087;PT-01;express;;chest_press-01;;;;;;;42;;1,54;arrived;;;;
D020;259,227;684;visit;U-0088;;standard;legs;gym;;;False;True;76,15;;1;31,22;4,86;completed;;;11,0;0,02
D020;259,424;685;registration;U-0088;R-02;standard;;R-02;;;;;;;7;0,82;0,0;completed;;2,0;;
D020;259,959;686;worker_travel;;PT-01;;;trainers;;;;;91,12;45;42;0,13;;completed;;;;
D020;260,03;687;exercise;U-0079;;flexible;push;cable;4,0;False;;;;43;43;7,159;0,0;completed;0,088;;0,0;
D020;260,089;688;exercise;U-0087;;express;push;chest_press;1,0;True;;;;42;42;4,288;3,16;completed;0,266;;0,69;
D020;260,425;689;supply_pickup;U-0070;;intense;;towels;;;;;;;44;0,75;;completed;;2,0;14,0;
D020;261,401;690;exercise;U-0070;;intense;full_body;cable;5,0;False;;;;8;8;12,018;0,0;completed;0,429;;0,0;
D020;261,638;691;exercise;U-0074;;flexible;full_body;chest_fly;4,0;False;;;;46;46;5,262;3,55;completed;0,29;;0,14;
D020;261,69;692;supply_pickup;U-0082;;express;;water;;;;;;;48;0,75;;completed;1,0;;4,25;
D020;263,39;693;exercise;U-0084;;flexible;legs;leg_press;1,0;False;;;;32;32;8,951;4,1;completed;0,452;;0,29;
D020;263,48;694;exercise;U-0085;;intense;legs;leg_curl;2,0;False;;;;24;24;15,407;0,0;completed;0,664;;0,62;
D020;264,267;695;exercise;U-0086;;intense;push;shoulder_press;2,0;False;;;;45;45;12,616;0,0;completed;0,402;;0,76;
D020;265,19;696;assistance;U-0088;PT-02;standard;;leg_press-01;;;;;;;26;;0,08;arrived;;;;
D020;265,19;697;worker_travel;;PT-02;;;trainers;;;;;91,79;31;26;0,076;;completed;;;;
D020;265,265;698;cardio;U-0081;;flexible;legs;treadmill;;;True;;;28;28;14,566;0,0;completed;;;;
D020;265,266;699;exercise;U-0088;;standard;legs;leg_press;1,0;True;;;;26;26;13,258;4,79;completed;0,397;;1,01;
D020;265,858;700;exercise;U-0087;;express;push;chest_fly;2,0;False;;;;46;46;3,475;0,28;completed;0,279;;0,46;
D020;268,791;701;visit;U-0089;;standard;pull;gym;;;False;False;70,85;;1;24,29;0,0;completed;;;12,0;0,0
D020;269,003;702;registration;U-0089;R-01;standard;;R-01;;;;;;;7;2,43;0,0;completed;;2,0;;
D020;269,079;703;assistance;U-0080;PT-01;intense;;shoulder_press-01;;;;;;;49;;0,03;arrived;;;;
D020;269,079;704;worker_travel;;PT-01;;;trainers;;;;;91,12;42;49;0,028;;completed;;;;
D020;269,107;705;exercise;U-0080;;intense;push;shoulder_press;2,0;True;;;;49;49;10,948;10,48;completed;0,394;;0,85;
D020;269,117;706;visit;U-0090;;intense;push;gym;;;False;False;58,76;;1;62,72;17,23;completed;;;21,0;0,05
D020;269,251;707;supply_pickup;U-0083;;intense;;towels;;;;;;;44;0,75;;completed;;2,0;12,0;
D020;269,373;708;registration;U-0090;R-02;intense;;R-02;;;;;;;7;3,46;0,0;completed;;2,0;;
D020;270,096;709;assistance;U-0083;PT-02;intense;;seated_row-02;;;;;;;29;;0,41;arrived;;;;
D020;270,134;710;supply_pickup;U-0087;;express;;towels;;;;;;;44;0,75;;completed;;2,0;10,0;
D020;270,157;711;visit;U-0091;;standard;upper;gym;;;False;True;63,2;;1;60,89;13,49;completed;;;22,0;0,08
D020;270,38;712;worker_travel;;PT-02;;;trainers;;;;;91,79;26;29;0,129;;completed;;;;
D020;270,446;713;exercise;U-0088;;standard;legs;leg_extension;2,0;False;;;;12;12;11,347;0,0;completed;0,302;;0,65;
D020;270,509;714;exercise;U-0083;;intense;upper;seated_row;3,0;True;;;;29;29;11,871;0,0;completed;0,244;;0,26;
D020;271,437;715;registration;U-0091;R-01;standard;;R-01;;;;;;;7;1,85;1,04;completed;;2,0;;
D020;271,738;716;exercise;U-0089;;standard;pull;lat_pulldown;1,0;False;;;;22;22;6,237;0,0;completed;0,318;;1,0;
D020;271,99;717;visit;U-0092;;intense;upper;gym;;;False;False;67,81;;1;62,85;16,63;completed;;;21,0;0,05
D020;272,829;718;registration;U-0092;R-02;intense;;R-02;;;;;;;7;3,7;0,62;completed;;2,0;;
D020;273,115;719;exercise;U-0090;;intense;push;chest_press;1,0;False;;;;42;42;11,702;0,0;completed;0,456;;1,01;
D020;275,913;720;exercise;U-0087;;express;push;shoulder_press;3,0;True;;;;;;;;omitted;;;;
D020;276,723;721;supply_pickup;U-0086;;intense;;towels;;;;;;;44;0,75;;completed;;2,0;8,0;
D020;276,923;722;supply_pickup;U-0070;;intense;;water;;;;;;;48;0,75;;completed;1,5;;2,75;
D020;277,473;723;supply_pickup;U-0088;;standard;;towels;;;;;;;44;0,75;;completed;;2,0;6,0;
D020;277,546;724;exercise;U-0086;;intense;push;chest_fly;3,0;False;;;;46;46;7,544;0,0;completed;0,45;;0,34;
D020;278,223;725;supply_pickup;U-0085;;intense;;towels;;;;;;;44;0,75;;completed;;2,0;4,0;
D020;278,314;726;exercise;U-0088;;standard;legs;leg_curl;3,0;False;;;;31;31;4,329;0,0;completed;0,331;;0,33;
D020;278,477;727;exercise;U-0089;;standard;pull;seated_row;2,0;False;;;;15;15;5,614;0,0;completed;0,212;;0,78;
D020;279,243;728;visit;U-0093;;flexible;full_body;gym;;;False;False;71,59;;1;43,86;2,8;completed;;;20,0;0,03
D020;279,248;729;exercise;U-0091;;standard;upper;shoulder_press;1,0;False;;;;49;49;7,002;5,66;completed;0,297;;0,94;
D020;279,257;730;exercise;U-0085;;intense;legs;leg_extension;3,0;False;;;;10;10;9,515;0,0;completed;0,409;;0,06;
D020;279,453;731;registration;U-0093;R-01;flexible;;R-01;;;;;;;7;2,01;0,0;completed;;2,0;;
D020;279,473;732;supply_pickup;U-0080;;intense;;towels;;;;;;;44;0,75;;completed;;2,0;2,0;
D020;280,0;733;worker_travel;;R-02;;;receptionists;;;;;65,03;7;48;0,259;;completed;;;;
D020;280,084;734;exercise;U-0083;;intense;upper;biceps_curl;4,0;False;;;;33;33;14,62;0,0;completed;0,408;;0,0;
D020;280,259;735;replenishment;;R-02;;;water;;;;;;;48;13,509;;periodic;;;18,5;
D020;281,565;736;exercise;U-0093;;flexible;full_body;leg_extension;4,0;False;;;;12;12;6,374;0,0;completed;0,316;;0,75;
