repair_id;historical_day;failure_time;unit_id;machine_type;cell;repair_duration_min
REP-00856;H156;248,05;leg_curl-02;leg_curl;24;24,99
REP-00857;H156;250,94;chest_press-02;chest_press;47;21,131
REP-00858;H156;365,812;leg_extension-01;leg_extension;12;40,05
REP-00859;H156;513,785;seated_row-02;seated_row;29;23,537
REP-00860;H156;671,72;biceps_curl-01;biceps_curl;11;33,566
REP-00861;H156;741,856;treadmill-01;treadmill;14;24,347
REP-00862;H156;758,976;treadmill-04;treadmill;35;32,111
REP-00863;H157;80,823;seated_row-02;seated_row;29;7,736
REP-00864;H157;196,887;shoulder_press-01;shoulder_press;49;14,538
REP-00865;H157;214,848;chest_press-01;chest_press;42;13,188
REP-00866;H157;444,692;leg_curl-01;leg_curl;31;19,245
REP-00867;H157;621,063;seated_row-01;seated_row;15;10,396
REP-00868;H157;700,161;treadmill-01;treadmill;14;49,622
REP-00869;H157;757,124;treadmill-04;treadmill;35;38,944
REP-00870;H158;329,279;shoulder_press-02;shoulder_press;45;16,191
REP-00871;H158;594,73;leg_press-01;leg_press;26;26,88
REP-00872;H158;704,283;chest_fly-01;chest_fly;46;-16,152
REP-00873;H158;792,271;lat_pulldown-01;lat_pulldown;36;21,14
REP-00874;H159;110,658;chest_press-02;chest_press;47;13,973
REP-00875;H159;338,627;lat_pulldown-02;lat_pulldown;22;24,757
REP-00876;H159;467,627;leg_press-01;leg_press;26;29,014
REP-00877;H159;724,005;shoulder_press-02;shoulder_press;45;17,097
REP-00878;H160;270,533;leg_extension-01;leg_extension;12;33,626
REP-00879;H160;335,954;biceps_curl-02;biceps_curl;33;18,443
REP-00880;H160;549,857;biceps_curl-02;biceps_curl;33;15,217
REP-00881;H160;625,682;cable-02;cable;43;23,911
REP-00882;H160;809,251;chest_press-02;chest_press;47;12,436
REP-00883;H161;343,605;seated_row-02;seated_row;29;20,91
REP-00884;H161;387,394;cable-02;cable;43;33,142
REP-00885;H161;506,496;seated_row-02;seated_row;29;15,72
REP-00886;H161;587,025;leg_press-02;leg_press;32;32,558
REP-00887;H161;712,601;cable-02;cable;43;16,236
REP-00888;H161;766,132;chest_press-01;chest_press;42;38,118
REP-00889;H161;796,486;leg_curl-02;leg_curl;24;22,509
REP-00890;H162;329,094;treadmill-04;treadmill;35;50,0
REP-00891;H162;382,582;biceps_curl-02;biceps_curl;33;29,016
REP-00892;H162;400,646;leg_curl-02;leg_curl;24;31,959
REP-00893;H162;441,264;leg_extension-02;leg_extension;10;22,593
REP-00894;H162;444,365;chest_fly-01;chest_fly;46;31,014
REP-00895;H162;637,38;shoulder_press-02;shoulder_press;45;36,725
REP-00896;H162;726,638;leg_curl-02;leg_curl;24;37,967
REP-00897;H162;736,101;leg_press-01;leg_press;26;38,052
REP-00898;H162;751,756;chest_press-02;chest_press;47;36,119
REP-00899;H162;782,579;chest_fly-01;chest_fly;46;37,05
REP-00900;H162;856,242;chest_fly-01;chest_fly;46;15,784
REP-00901;H163;105,937;chest_press-02;chest_press;47;29,03
REP-00902;H163;137,634;leg_press-01;leg_press;26;24,981
REP-00903;H163;159,405;shoulder_press-01;shoulder_press;49;13,319
REP-00904;H163;205,932;shoulder_press-02;shoulder_press;45;17,122
REP-00905;H163;355,659;biceps_curl-02;biceps_curl;33;27,131
REP-00906;H163;458,497;leg_extension-01;leg_extension;12;27,636
REP-00907;H164;19,062;leg_press-02;leg_press;32;20,982
REP-00908;H164;75,166;biceps_curl-01;biceps_curl;11;48,0
REP-00909;H164;102,511;chest_press-02;chest_press;47;16,041
REP-00910;H164;160,436;leg_curl-01;leg_curl;31;13,098
REP-00911;H164;554,514;lat_pulldown-01;lat_pulldown;36;10,671
REP-00912;H164;672,348;seated_row-02;seated_row;29;28,659
REP-00913;H164;739,916;lat_pulldown-01;lat_pulldown;36;21,933
REP-00914;H165;371,328;leg_extension-01;leg_extension;12;29,297
REP-00915;H165;411,024;chest_press-02;chest_press;47;10,516
REP-00916;H165;561,967;shoulder_press-01;shoulder_press;49;16,675
REP-00917;H165;760,657;biceps_curl-01;biceps_curl;11;19,597
REP-00918;H165;761,129;lat_pulldown-01;lat_pulldown;36;32,343
REP-00919;H165;786,211;leg_curl-01;leg_curl;31;28,237
REP-00920;H165;822,676;shoulder_press-02;shoulder_press;45;12,857
REP-00921;H166;221,17;leg_curl-02;leg_curl;24;26,275
REP-00922;H166;359,792;leg_extension-02;leg_extension;10;19,785
REP-00923;H166;394,788;leg_curl-01;leg_curl;31;28,262
REP-00924;H166;533,499;lat_pulldown-01;lat_pulldown;36;15,096
REP-00925;H166;595,964;shoulder_press-01;shoulder_press;49;37,129
REP-00926;H167;278,922;leg_curl-02;leg_curl;24;21,318
REP-00927;H167;592,343;treadmill-02;treadmill;21;20,391
REP-00928;H167;609,9;chest_fly-01;chest_fly;46;18,278
REP-00929;H167;660,922;leg_curl-01;leg_curl;31;38,783
REP-00930;H168;137,222;seated_row-02;seated_row;29;14,91
REP-00931;H168;339,726;chest_press-02;chest_press;47;29,906
REP-00932;H168;589,159;cable-02;cable;43;51,446
REP-00933;H168;622,607;cable-01;cable;8;39,476
REP-00934;H169;244,499;shoulder_press-01;shoulder_press;49;21,706
REP-00935;H169;336,392;chest_press-02;chest_press;47;11,84
REP-00936;H169;656,926;leg_press-01;leg_press;26;13,953
REP-00937;H170;210,363;leg_press-02;leg_press;32;24,236
REP-00938;H170;559,992;biceps_curl-01;biceps_curl;11;31,726
REP-00939;H170;730,061;chest_fly-01;chest_fly;46;13,367
REP-00940;H170;883,277;biceps_curl-02;biceps_curl;33;28,114
REP-00941;H171;183,137;seated_row-01;seated_row;15;30,452
REP-00942;H171;183,616;lat_pulldown-02;lat_pulldown;22;39,331
REP-00943;H171;620,505;leg_curl-02;leg_curl;24;19,334
REP-00944;H171;674,683;seated_row-01;seated_row;15;24,078
REP-00945;H171;680,886;lat_pulldown-02;lat_pulldown;22;12,247
REP-00946;H171;838,14;leg_curl-01;leg_curl;31;33,79
REP-00947;H171;839,143;leg_extension-01;leg_extension;12;20,601
REP-00948;H172;305,629;leg_curl-01;leg_curl;31;25,531
REP-00949;H172;432,482;chest_press-01;chest_press;42;34,239
REP-00950;H172;441,017;leg_extension-02;leg_extension;10;35,57
REP-00951;H172;449,173;cable-01;cable;8;15,972
REP-00952;H172;608,877;shoulder_press-02;shoulder_press;45;20,336
REP-00953;H172;609,362;chest_fly-01;chest_fly;46;32,025
REP-00954;H172;707,645;treadmill-02;treadmill;21;35,826
REP-00955;H172;711,881;leg_curl-02;leg_curl;24;19,509
REP-00956;H173;319,561;treadmill-04;treadmill;35;33,353
REP-00957;H173;384,957;cable-01;cable;8;18,519
REP-00958;H173;432,917;lat_pulldown-02;lat_pulldown;22;29,223
REP-00959;H173;594,747;shoulder_press-01;shoulder_press;49;16,747
REP-00960;H174;331,649;lat_pulldown-02;lat_pulldown;22;19,181
REP-00961;H174;373,496;chest_press-02;chest_press;47;43,79
REP-00962;H174;417,749;shoulder_press-02;shoulder_press;45;21,534
REP-00963;H174;442,861;chest_press-02;chest_press;47;28,003
REP-00964;H174;584,915;leg_curl-01;leg_curl;31;27,698
REP-00965;H174;761,937;treadmill-03;treadmill;28;15,053
REP-00966;H175;112,864;leg_press-01;leg_press;26;17,172
REP-00967;H175;462,708;chest_press-02;chest_press;47;23,104
REP-00968;H175;486,06;lat_pulldown-01;lat_pulldown;36;20,051
REP-00969;H175;542,274;shoulder_press-02;shoulder_press;45;25,592
REP-00970;H176;89,377;shoulder_press-01;shoulder_press;49;13,686
REP-00971;H176;238,727;biceps_curl-02;biceps_curl;33;20,639
REP-00972;H176;382,105;biceps_curl-02;biceps_curl;33;21,308
REP-00973;H176;578,483;lat_pulldown-02;lat_pulldown;22;20,146
REP-00974;H176;736,15;treadmill-01;treadmill;14;50,0
REP-00975;H176;832,324;leg_press-02;leg_press;32;35,398
REP-00976;H177;168,113;leg_curl-02;leg_curl;24;13,646
REP-00977;H177;319,121;leg_extension-01;leg_extension;12;15,268
REP-00978;H177;350,023;cable-02;cable;43;37,104
REP-00979;H177;518,6;shoulder_press-01;shoulder_press;49;48,021
REP-00980;H177;602,474;chest_press-02;chest_press;47;8,721
REP-00981;H177;811,125;treadmill-02;treadmill;21;39,103
REP-00982;H178;89,108;lat_pulldown-01;lat_pulldown;36;17,583
REP-00983;H178;95,026;seated_row-02;seated_row;29;15,634
REP-00984;H178;509,191;chest_fly-01;chest_fly;46;16,786
REP-00985;H178;542,783;seated_row-01;seated_row;15;22,365
REP-00986;H178;748,403;cable-02;cable;43;19,976
REP-00987;H178;799,396;chest_press-02;chest_press;47;12,386
REP-00988;H179;389,169;chest_press-02;chest_press;47;15,588
REP-00989;H179;517,658;treadmill-01;treadmill;14;23,699
REP-00990;H180;660,688;chest_fly-01;chest_fly;46;16,669
REP-00991;H180;703,252;biceps_curl-01;biceps_curl;11;23,9
REP-00992;H180;824,56;chest_press-02;chest_press;47;35,62
REP-00993;H180;866,763;leg_press-01;leg_press;26;35,397
REP-00994;H181;209,569;leg_extension-02;leg_extension;10;34,47
REP-00995;H181;231,83;seated_row-02;seated_row;29;20,035
REP-00996;H181;278,424;cable-01;cable;8;18,974
REP-00997;H181;583,484;leg_extension-01;leg_extension;12;51,367
REP-00998;H181;847,26;leg_curl-01;leg_curl;31;30,727
REP-00999;H182;152,895;leg_extension-02;leg_extension;10;26,286
REP-01000;H182;247,985;biceps_curl-02;biceps_curl;33;16,837
REP-01001;H182;740,235;chest_press-02;chest_press;47;10,379
REP-01002;H182;762,029;cable-02;cable;43;15,832
REP-01003;H182;812,525;cable-02;cable;43;13,054
REP-01004;H183;317,977;seated_row-02;seated_row;29;21,703
REP-01005;H184;44,199;seated_row-02;seated_row;29;12,2
REP-01006;H184;462,962;lat_pulldown-01;lat_pulldown;36;27,954
REP-01007;H184;468,583;seated_row-02;seated_row;29;48,0
REP-01008;H184;581,165;shoulder_press-01;shoulder_press;49;39,208
REP-01009;H184;684,726;seated_row-02;seated_row;29;18,551
REP-01010;H185;135,589;treadmill-04;treadmill;35;28,045
REP-01011;H185;169,125;biceps_curl-02;biceps_curl;33;23,893
REP-01012;H185;261,168;biceps_curl-01;biceps_curl;11;23,274
REP-01013;H185;578,684;chest_press-02;chest_press;47;14,572
REP-01014;H185;662,153;shoulder_press-02;shoulder_press;45;26,799
REP-01015;H185;738,807;biceps_curl-01;biceps_curl;11;16,27
REP-01016;H185;823,219;shoulder_press-01;shoulder_press;49;13,269
REP-01017;H187;111,013;leg_press-01;leg_press;26;33,751
REP-01018;H187;686,431;lat_pulldown-02;lat_pulldown;22;18,8
REP-01019;H187;835,343;treadmill-04;treadmill;35;32,114
REP-01020;H187;861,991;treadmill-02;treadmill;21;32,42
REP-01021;H188;43,499;biceps_curl-01;biceps_curl;11;26,778
REP-01022;H188;411,968;chest_press-02;chest_press;47;16,678
REP-01023;H188;546,039;biceps_curl-02;biceps_curl;33;8,81
REP-01024;H188;658,459;lat_pulldown-01;lat_pulldown;36;13,78
REP-01025;H188;710,132;leg_extension-02;leg_extension;10;32,152
REP-01026;H189;168,321;chest_press-02;chest_press;47;52,024
REP-01027;H189;402,367;leg_curl-02;leg_curl;24;56,004
REP-01028;H189;588,763;seated_row-02;seated_row;29;24,047
REP-01029;H189;725,149;chest_fly-01;chest_fly;46;32,607
REP-01030;H189;737,771;seated_row-02;seated_row;29;9,972
REP-01031;H189;743,604;shoulder_press-01;shoulder_press;49;13,922
REP-01032;H189;785,282;leg_press-01;leg_press;26;29,344
REP-01033;H190;85,284;lat_pulldown-01;lat_pulldown;36;29,233
REP-01034;H190;264,35;cable-02;cable;43;21,619
REP-01035;H190;315,878;chest_press-01;chest_press;42;16,75
REP-01036;H190;698,839;leg_extension-01;leg_extension;12;16,899
REP-01037;H190;826,587;chest_press-01;chest_press;42;11,303
REP-01038;H191;167,847;biceps_curl-01;biceps_curl;11;37,633
REP-01039;H191;408,48;biceps_curl-01;biceps_curl;11;19,131
REP-01040;H191;423,093;cable-02;cable;43;34,202
REP-01041;H191;441,611;seated_row-02;seated_row;29;7,724
REP-01042;H191;521,988;treadmill-01;treadmill;14;15,161
REP-01043;H192;151,64;leg_press-01;leg_press;26;23,273
REP-01044;H192;196,905;treadmill-03;treadmill;28;47,223
REP-01045;H192;331,462;chest_press-01;chest_press;42;18,062
REP-01046;H192;506,672;treadmill-01;treadmill;14;50,0
REP-01047;H193;47,967;shoulder_press-01;shoulder_press;49;10,911
REP-01048;H193;471,781;biceps_curl-01;biceps_curl;11;27,868
REP-01049;H193;722,443;chest_press-01;chest_press;42;7,064
REP-01050;H193;777,423;chest_press-02;chest_press;47;13,124
REP-01051;H193;846,837;leg_extension-01;leg_extension;12;22,736
REP-01052;H194;41,736;chest_fly-01;chest_fly;46;17,129
REP-01053;H194;62,835;leg_press-02;leg_press;32;24,775
REP-01054;H194;105,115;chest_fly-01;chest_fly;46;34,995
REP-01055;H194;172,18;treadmill-01;treadmill;14;32,445
REP-01056;H194;383,893;lat_pulldown-01;lat_pulldown;36;16,228
REP-01057;H194;634,666;leg_extension-01;leg_extension;12;23,631
REP-01058;H195;80,27;chest_fly-01;chest_fly;46;19,292
REP-01059;H195;253,339;seated_row-01;seated_row;15;16,692
REP-01060;H195;650,181;chest_press-02;chest_press;47;12,557
REP-01061;H195;825,153;chest_fly-01;chest_fly;46;15,527
REP-01062;H196;41,991;seated_row-02;seated_row;29;48,0
REP-01063;H196;73,716;leg_press-01;leg_press;26;24,55
REP-01064;H196;100,99;leg_extension-01;leg_extension;12;38,27
REP-01065;H196;126,011;leg_extension-02;leg_extension;10;37,237
REP-01066;H196;248,106;leg_press-01;leg_press;26;16,231
REP-01067;H196;419,514;cable-02;cable;43;29,098
REP-01068;H196;578,566;leg_extension-01;leg_extension;12;25,84
REP-01069;H196;685,188;leg_extension-02;leg_extension;10;28,17
REP-01070;H196;885,839;biceps_curl-02;biceps_curl;33;20,3
REP-01071;H197;62,296;chest_press-01;chest_press;42;17,881
REP-01072;H197;123,793;seated_row-02;seated_row;29;13,444
REP-01073;H197;491,072;chest_fly-01;chest_fly;46;40,96
REP-01074;H197;505,008;cable-02;cable;43;17,706
REP-01075;H197;562,814;cable-02;cable;43;28,543
REP-01076;H197;700,111;leg_extension-01;leg_extension;12;13,726
REP-01077;H197;766,528;shoulder_press-01;shoulder_press;49;18,499
REP-01078;H197;857,811;treadmill-03;treadmill;28;47,662
REP-01079;H198;27,282;biceps_curl-01;biceps_curl;11;16,106
REP-01080;H198;315,869;seated_row-02;seated_row;29;10,798
REP-01081;H198;519,427;leg_extension-02;leg_extension;10;19,753
REP-01082;H198;604,773;chest_press-01;chest_press;42;11,713
REP-01083;H198;734,552;leg_extension-01;leg_extension;12;37,494
REP-01084;H198;848,087;cable-02;cable;43;32,009
REP-01085;H198;867,449;biceps_curl-02;biceps_curl;33;21,314
REP-01086;H199;188,136;treadmill-02;treadmill;21;11,536
REP-01087;H199;344,968;leg_curl-02;leg_curl;24;27,916
REP-01088;H199;836,101;shoulder_press-01;shoulder_press;49;11,817
REP-01089;H199;892,527;cable-02;cable;43;55,0
REP-01090;H200;316,988;shoulder_press-01;shoulder_press;49;19,828
REP-01091;H200;455,41;shoulder_press-02;shoulder_press;45;35,693
REP-01092;H200;558,409;leg_extension-02;leg_extension;10;40,699
REP-01093;H200;755,697;leg_extension-01;leg_extension;12;38,444
REP-01094;H201;228,411;treadmill-04;treadmill;35;35,901
REP-01095;H201;331,681;leg_curl-01;leg_curl;31;33,948
REP-01096;H202;116,685;leg_press-01;leg_press;26;25,984
REP-01097;H202;445,369;lat_pulldown-02;lat_pulldown;22;17,731
REP-01098;H202;761,907;leg_curl-01;leg_curl;31;44,621
REP-01099;H202;861,184;chest_press-02;chest_press;47;16,481
REP-01100;H203;110,907;cable-01;cable;8;32,857
REP-01101;H203;157,245;leg_extension-02;leg_extension;10;27,702
REP-01102;H203;241,798;cable-02;cable;43;29,424
REP-01103;H203;423,828;leg_curl-02;leg_curl;24;20,821
REP-01104;H203;556,923;shoulder_press-01;shoulder_press;49;12,104
REP-01105;H203;679,893;leg_curl-01;leg_curl;31;50,278
REP-01106;H204;616,942;shoulder_press-01;shoulder_press;49;11,677
REP-01107;H204;680,735;chest_fly-01;chest_fly;46;15,317
REP-01108;H204;740,033;shoulder_press-01;shoulder_press;49;24,302
REP-01109;H205;323,769;shoulder_press-01;shoulder_press;49;20,237
REP-01110;H205;391,412;biceps_curl-01;biceps_curl;11;14,724
REP-01111;H205;536,753;lat_pulldown-02;lat_pulldown;22;10,337
REP-01112;H205;607,709;lat_pulldown-02;lat_pulldown;22;13,007
REP-01113;H205;618,093;cable-02;cable;43;13,579
REP-01114;H205;699,582;cable-02;cable;43;18,321
REP-01115;H205;743,322;lat_pulldown-01;lat_pulldown;36;16,504
REP-01116;H205;841,396;leg_press-01;leg_press;26;22,168
REP-01117;H206;394,418;treadmill-01;treadmill;14;45,016
REP-01118;H206;414,849;seated_row-02;seated_row;29;18,23
REP-01119;H206;454,182;cable-01;cable;8;36,424
REP-01120;H206;844,225;treadmill-04;treadmill;35;23,829
REP-01121;H207;25,629;seated_row-01;seated_row;15;9,386
REP-01122;H207;72,302;leg_press-01;leg_press;26;23,807
REP-01123;H207;320,161;lat_pulldown-01;lat_pulldown;36;13,947
REP-01124;H207;527,008;cable-02;cable;43;43,975
REP-01125;H207;553,976;chest_press-02;chest_press;47;40,353
REP-01126;H207;791,704;lat_pulldown-01;lat_pulldown;36;24,552
REP-01127;H208;37,944;biceps_curl-02;biceps_curl;33;12,972
REP-01128;H208;218,86;shoulder_press-02;shoulder_press;45;36,007
REP-01129;H209;132,511;lat_pulldown-02;lat_pulldown;22;11,713
REP-01130;H209;289,543;cable-02;cable;43;14,569
REP-01131;H209;358,216;chest_press-01;chest_press;42;47,425
REP-01132;H209;630,005;leg_press-01;leg_press;26;16,562
REP-01133;H209;844,498;cable-01;cable;8;18,369
REP-01134;H210;557,64;seated_row-02;seated_row;29;7,158
REP-01135;H210;772,76;leg_press-02;leg_press;32;24,003
REP-01136;H211;355,633;cable-01;cable;8;32,797
REP-01137;H211;603,172;leg_curl-02;leg_curl;24;36,635
REP-01138;H211;717,41;leg_extension-02;leg_extension;10;16,536
REP-01139;H211;819,702;cable-02;cable;43;40,075
REP-01140;H211;826,842;leg_curl-02;leg_curl;24;18,028
REP-01141;H211;837,269;cable-01;cable;8;28,27
REP-01142;H212;72,347;leg_extension-01;leg_extension;12;45,311
REP-01143;H212;143,963;lat_pulldown-01;lat_pulldown;36;20,053
REP-01144;H212;504,042;cable-01;cable;8;15,964
REP-01145;H212;509,053;leg_extension-02;leg_extension;10;23,249
REP-01146;H212;583,321;chest_fly-01;chest_fly;46;14,56
REP-01147;H212;785,414;chest_press-01;chest_press;42;38,826
REP-01148;H212;871,512;chest_fly-01;chest_fly;46;22,066
REP-01149;H213;72,478;cable-01;cable;8;44,176
REP-01150;H213;222,162;seated_row-02;seated_row;29;20,646
REP-01151;H213;223,425;biceps_curl-01;biceps_curl;11;22,815
REP-01152;H213;457,453;chest_fly-01;chest_fly;46;17,583
REP-01153;H213;533,082;shoulder_press-01;shoulder_press;49;35,943
REP-01154;H213;811,636;seated_row-02;seated_row;29;17,636
REP-01155;H214;459,098;biceps_curl-02;biceps_curl;33;19,941
REP-01156;H214;614,218;chest_fly-01;chest_fly;46;12,975
REP-01157;H214;756,515;cable-02;cable;43;33,314
REP-01158;H214;788,409;shoulder_press-01;shoulder_press;49;9,638
REP-01159;H215;125,967;treadmill-02;treadmill;21;46,214
REP-01160;H215;210,65;leg_extension-02;leg_extension;10;17,669
REP-01161;H215;324,594;leg_press-02;leg_press;32;15,059
REP-01162;H215;655,042;shoulder_press-01;shoulder_press;49;12,113
REP-01163;H215;738,146;leg_curl-02;leg_curl;24;28,216
REP-01164;H215;819,557;leg_extension-01;leg_extension;12;40,559
REP-01165;H216;316,989;treadmill-01;treadmill;14;42,302
REP-01166;H216;453,948;chest_press-01;chest_press;42;27,321
REP-01167;H216;543,78;treadmill-03;treadmill;28;49,159
REP-01168;H216;723,771;leg_extension-02;leg_extension;10;37,31
REP-01169;H217;247,761;cable-01;cable;8;25,134
REP-01170;H217;849,327;lat_pulldown-01;lat_pulldown;36;21,949
REP-01171;H218;122,369;shoulder_press-02;shoulder_press;45;25,175
REP-01172;H218;290,022;seated_row-02;seated_row;29;13,855
REP-01173;H218;722,951;leg_extension-01;leg_extension;12;23,985
REP-01174;H218;733,663;chest_fly-01;chest_fly;46;18,468
REP-01175;H218;830,552;leg_extension-02;leg_extension;10;22,503
REP-01176;H219;29,396;biceps_curl-02;biceps_curl;33;23,971
REP-01177;H219;592,618;biceps_curl-02;biceps_curl;33;12,775
REP-01178;H219;611,961;treadmill-04;treadmill;35;18,698
REP-01179;H219;650,764;leg_curl-01;leg_curl;31;18,225
REP-01180;H219;890,423;cable-01;cable;8;19,036
REP-01181;H220;396,073;biceps_curl-02;biceps_curl;33;10,226
REP-01182;H220;656,817;leg_curl-02;leg_curl;24;22,739
REP-01183;H220;695,119;leg_extension-01;leg_extension;12;15,984
REP-01184;H220;764,949;shoulder_press-02;shoulder_press;45;22,85
REP-01185;H221;126,248;cable-02;cable;43;12,174
REP-01186;H221;329,901;seated_row-01;seated_row;15;26,013
REP-01187;H221;467,927;cable-01;cable;8;21,013
REP-01188;H221;477,192;chest_press-01;chest_press;42;11,765
REP-01189;H221;521,232;treadmill-04;treadmill;35;25,549
REP-01190;H221;566,419;chest_press-02;chest_press;47;26,157
REP-01191;H221;621,997;cable-02;cable;43;19,043
REP-01192;H221;634,342;lat_pulldown-02;lat_pulldown;22;17,965
REP-01193;H221;836,59;lat_pulldown-02;lat_pulldown;22;26,37
REP-01194;H222;239,859;leg_extension-01;leg_extension;12;39,203
REP-01195;H222;259,086;leg_press-01;leg_press;26;52,766
REP-01196;H222;337,571;chest_fly-01;chest_fly;46;34,473
REP-01197;H222;387,595;leg_extension-01;leg_extension;12;18,538
REP-01198;H222;573,753;biceps_curl-02;biceps_curl;33;18,372
REP-01199;H222;626,533;chest_press-01;chest_press;42;13,475
REP-01200;H222;726,611;shoulder_press-01;shoulder_press;49;14,68
REP-01201;H223;53,93;shoulder_press-01;shoulder_press;49;20,395
REP-01202;H223;70,649;cable-02;cable;43;14,111
REP-01203;H223;201,725;shoulder_press-01;shoulder_press;49;14,812
REP-01204;H223;800,533;treadmill-04;treadmill;35;15,421
REP-01205;H224;73,063;biceps_curl-02;biceps_curl;33;19,019
REP-01206;H224;121,316;shoulder_press-02;shoulder_press;45;14,092
REP-01207;H224;165,13;chest_press-02;chest_press;47;34,238
REP-01208;H224;619,221;leg_extension-01;leg_extension;12;36,834
REP-01209;H224;636,097;shoulder_press-01;shoulder_press;49;13,77
REP-01210;H224;743,28;biceps_curl-02;biceps_curl;33;40,711
REP-01211;H224;846,832;shoulder_press-01;shoulder_press;49;10,513
REP-01212;H225;186,298;treadmill-03;treadmill;28;18,634
REP-01213;H225;712,523;lat_pulldown-02;lat_pulldown;22;29,917
REP-01214;H225;740,363;leg_curl-01;leg_curl;31;40,389
REP-01215;H225;752,232;shoulder_press-01;shoulder_press;49;15,901
REP-01216;H225;759,713;chest_press-01;chest_press;42;26,128
REP-01217;H226;110,973;biceps_curl-02;biceps_curl;33;18,481
REP-01218;H226;718,414;treadmill-04;treadmill;35;27,739
REP-01219;H226;819,957;leg_curl-02;leg_curl;24;44,546
REP-01220;H227;155,181;chest_fly-01;chest_fly;46;10,658
REP-01221;H227;199,483;shoulder_press-01;shoulder_press;99;15,047
REP-01222;H227;228,301;chest_fly-01;chest_fly;46;27,457
REP-01223;H227;337,421;cable-02;cable;43;12,46
REP-01224;H227;747,383;shoulder_press-01;shoulder_press;49;44,881
REP-01225;H227;769,24;leg_press-02;leg_press;32;42,704
REP-01226;H228;312,399;lat_pulldown-02;lat_pulldown;22;26,938
REP-01227;H228;419,539;lat_pulldown-01;lat_pulldown;36;24,124
REP-01228;H228;741,09;treadmill-04;treadmill;35;21,688
REP-01229;H229;80,917;lat_pulldown-02;lat_pulldown;22;9,206
REP-01230;H229;324,249;lat_pulldown-01;lat_pulldown;36;13,27
REP-01231;H229;512,602;leg_extension-01;leg_extension;12;27,984
REP-01232;H229;523,897;biceps_curl-01;biceps_curl;11;32,174
REP-01233;H229;567,196;treadmill-01;treadmill;14;27,412
REP-01234;H229;590,295;chest_press-01;chest_press;42;8,39
REP-01235;H229;636,037;leg_press-02;leg_press;32;31,523
REP-01236;H229;640,038;chest_press-01;chest_press;42;38,072
REP-01237;H229;677,651;cable-01;cable;8;24,926
REP-01238;H230;107,827;leg_extension-02;leg_extension;10;30,759
REP-01239;H230;541,611;shoulder_press-01;shoulder_press;49;15,144
REP-01240;H230;744,971;lat_pulldown-02;lat_pulldown;22;18,42
REP-01241;H230;845,954;biceps_curl-02;biceps_curl;33;16,268
REP-01242;H231;186,64;seated_row-01;seated_row;15;18,2
REP-01243;H231;451,585;lat_pulldown-01;lat_pulldown;36;16,673
REP-01244;H231;570,611;treadmill-03;treadmill;28;31,321
REP-01245;H231;652,739;chest_press-01;chest_press;42;45,711
REP-01246;H231;678,144;leg_press-01;leg_press;26;16,158
REP-01247;H231;731,688;leg_extension-01;leg_extension;12;21,596
REP-01248;H231;770,206;leg_curl-01;leg_curl;31;19,651
REP-01249;H231;835,696;chest_press-02;chest_press;47;19,892
REP-01250;H231;886,275;seated_row-01;seated_row;15;36,665
REP-01251;H232;136,247;lat_pulldown-01;lat_pulldown;36;22,79
REP-01252;H232;218,315;cable-01;cable;8;16,657
REP-01253;H232;350,545;chest_press-01;chest_press;42;11,93
REP-01254;H232;535,913;chest_press-01;chest_press;42;9,429
REP-01255;H232;757,627;leg_press-01;leg_press;26;22,106
REP-01256;H232;762,593;lat_pulldown-02;lat_pulldown;22;10,459
REP-01257;H232;787,146;cable-01;cable;8;33,822
REP-01258;H232;886,861;lat_pulldown-02;lat_pulldown;22;27,592
REP-01259;H233;130,758;lat_pulldown-01;lat_pulldown;36;14,15
REP-01260;H233;364,907;leg_curl-02;leg_curl;24;36,006
REP-01261;H233;502,545;shoulder_press-02;shoulder_press;45;16,88
REP-01262;H233;789,319;chest_fly-01;chest_fly;46;30,69
REP-01263;H234;116,929;seated_row-02;seated_row;29;29,879
REP-01264;H234;409,748;chest_fly-01;chest_fly;46;40,372
REP-01265;H234;415,901;cable-01;cable;8;21,167
REP-01266;H234;424,856;seated_row-02;seated_row;29;19,736
REP-01267;H234;677,425;shoulder_press-02;shoulder_press;45;29,898
REP-01268;H235;630,505;cable-02;cable;43;39,081
REP-01269;H236;16,575;lat_pulldown-02;lat_pulldown;22;29,315
REP-01270;H236;319,362;shoulder_press-01;shoulder_press;49;23,128
REP-01271;H236;498,762;leg_curl-02;leg_curl;24;35,848
REP-01272;H236;594,337;chest_press-02;chest_press;47;13,205
REP-01273;H236;664,111;biceps_curl-01;biceps_curl;11;11,93
REP-01274;H236;741,537;chest_press-02;chest_press;47;43,808
REP-01275;H236;801,458;leg_curl-01;leg_curl;31;34,692
REP-01276;H236;816,247;chest_press-01;chest_press;42;25,532
REP-01277;H236;844,936;biceps_curl-01;biceps_curl;11;14,689
REP-01278;H237;199,215;lat_pulldown-01;lat_pulldown;36;9,296
REP-01279;H237;756,724;leg_curl-02;leg_curl;24;49,122
REP-01280;H237;768,058;shoulder_press-01;shoulder_press;49;11,96
REP-01281;H237;775,292;leg_curl-01;leg_curl;31;38,883
REP-01282;H237;865,385;leg_press-02;leg_press;32;57,574
REP-01283;H238;299,547;seated_row-02;seated_row;29;27,222
REP-01284;H238;403,129;chest_press-01;chest_press;42;9,413
